datetime,region,latitude,longitude,wind_speed_kmh,pressure_hpa,humidity_pct,rainfall_mm,air_temp_c,tide_height_m,wave_height_m,sst_c,salinity_ppt,chlorophyll_mg_m3,turbidity_ntu,month,season,threat_type
2022-01-14,Kochi,9.97,76.28,37.45,1003.34,73.35,0.38,27.18,0.33,3.0,25.92,35.11,0.331,3.59,1,Winter,No Threat
2022-01-15,Kochi,9.97,76.28,24.88,988.92,70.92,0.85,27.45,1.61,1.61,27.13,34.59,0.235,1.56,1,Winter,No Threat
2022-01-16,Kochi,9.97,76.28,26.9,1011.7,57.68,2.19,24.11,1.93,2.04,25.14,33.25,0.323,1.26,1,Winter,No Threat
2022-01-17,Kochi,9.97,76.28,19.92,1002.58,73.75,0.22,26.29,1.6,1.72,26.13,34.61,0.125,3.04,1,Winter,No Threat
2022-01-18,Kochi,9.97,76.28,19.36,1002.45,40.0,1.28,26.88,1.04,1.07,24.71,33.46,0.367,2.87,1,Winter,No Threat
2022-01-19,Kochi,9.97,76.28,22.22,999.97,56.55,0.54,26.81,1.83,2.11,26.83,36.0,0.4,0.61,1,Winter,No Threat
2022-01-20,Kochi,9.97,76.28,22.67,1004.01,60.91,1.13,22.57,1.99,1.89,25.68,34.7,0.558,0.36,1,Winter,No Threat
2022-01-21,Kochi,9.97,76.28,26.97,1001.37,69.43,2.76,24.79,2.13,2.92,28.41,34.24,0.221,1.63,1,Winter,No Threat
2022-01-22,Kochi,9.97,76.28,14.48,1004.37,77.76,1.89,25.52,2.62,1.69,25.24,34.12,1.034,1.05,1,Winter,No Threat
2022-01-23,Kochi,9.97,76.28,0.0,995.94,62.73,1.26,27.32,1.37,0.4,24.79,34.53,0.143,0.64,1,Winter,No Threat
2022-01-24,Kochi,9.97,76.28,19.49,1017.31,72.97,2.82,24.26,1.92,1.9,26.55,35.56,0.412,2.1,1,Winter,No Threat
2022-01-25,Kochi,9.97,76.28,17.62,1002.76,85.0,1.06,27.8,1.88,1.43,27.09,35.02,0.684,0.58,1,Winter,No Threat
2022-01-26,Kochi,9.97,76.28,20.41,1014.15,87.19,0.27,27.44,0.83,2.69,23.63,34.45,2.216,0.91,1,Winter,No Threat
2022-01-27,Kochi,9.97,76.28,15.0,1007.67,54.3,0.8,29.3,0.45,2.02,25.48,34.57,0.248,1.14,1,Winter,No Threat
2022-01-28,Kochi,9.97,76.28,2.75,1009.24,75.11,1.5,26.94,2.7,1.63,26.27,33.76,1.137,1.38,1,Winter,No Threat
2022-01-29,Kochi,9.97,76.28,18.12,1006.56,61.35,0.73,27.82,2.39,1.25,24.89,34.53,0.28,3.24,1,Winter,No Threat
2022-01-30,Kochi,9.97,76.28,14.68,1022.88,73.94,1.43,26.9,2.19,2.74,24.46,34.84,0.955,0.7,1,Winter,No Threat
2022-01-31,Kochi,9.97,76.28,6.03,1004.8,49.92,0.28,23.09,0.88,0.25,28.26,34.38,1.084,1.06,1,Winter,No Threat
2022-02-01,Kochi,9.97,76.28,8.39,1009.61,66.45,4.84,23.97,1.49,2.63,25.03,34.14,0.692,2.09,2,Winter,No Threat
2022-02-02,Kochi,9.97,76.28,1.81,1010.45,60.32,4.6,25.39,1.74,1.78,26.97,34.48,0.839,1.67,2,Winter,No Threat
2022-02-03,Kochi,9.97,76.28,12.27,986.58,71.27,1.37,26.24,1.3,2.26,27.21,34.4,0.257,0.67,2,Winter,No Threat
2022-02-04,Kochi,9.97,76.28,17.6,1005.93,56.43,5.57,22.43,1.41,2.04,26.89,34.16,0.301,3.55,2,Winter,No Threat
2022-02-05,Kochi,9.97,76.28,22.72,1003.61,64.66,0.83,28.04,0.62,2.03,25.29,34.6,1.924,0.69,2,Winter,Erosion
2022-02-06,Kochi,9.97,76.28,11.86,1009.75,81.46,0.52,29.0,1.48,0.5,26.64,34.66,0.067,0.55,2,Winter,No Threat
2022-02-07,Kochi,9.97,76.28,16.44,1007.63,71.03,1.3,25.91,1.82,1.85,25.08,35.9,0.341,1.72,2,Winter,No Threat
2022-02-08,Kochi,9.97,76.28,12.06,996.05,56.5,1.06,27.01,1.65,0.98,27.11,34.47,0.181,1.17,2,Winter,No Threat
2022-02-09,Kochi,9.97,76.28,15.22,999.61,78.38,0.47,19.68,1.14,1.32,27.16,34.21,1.625,0.68,2,Winter,No Threat
2022-02-10,Kochi,9.97,76.28,7.55,1004.72,66.83,0.34,25.31,2.1,1.22,25.11,34.84,1.141,1.25,2,Winter,No Threat
2022-02-11,Kochi,9.97,76.28,13.59,1006.27,77.58,2.31,28.16,1.64,1.02,24.82,34.55,0.573,0.93,2,Winter,No Threat
2022-02-12,Kochi,9.97,76.28,21.35,998.72,71.72,1.88,29.95,1.95,1.42,28.89,34.5,0.198,1.93,2,Winter,No Threat
2022-02-13,Kochi,9.97,76.28,27.96,999.47,65.04,1.02,32.0,1.58,2.6,24.27,35.21,0.066,2.27,2,Winter,No Threat
2022-02-14,Kochi,9.97,76.28,13.63,1011.37,69.38,0.1,25.99,1.63,1.12,25.35,33.9,0.244,1.62,2,Winter,No Threat
2022-02-15,Kochi,9.97,76.28,29.25,1009.37,56.67,0.39,28.82,1.49,2.42,24.61,35.0,0.713,0.91,2,Winter,No Threat
2022-02-16,Kochi,9.97,76.28,26.86,994.05,61.83,0.23,25.63,1.33,0.94,23.53,34.14,0.363,0.85,2,Winter,No Threat
2022-02-17,Kochi,9.97,76.28,4.63,1016.73,56.11,2.39,23.19,1.71,0.35,25.23,34.21,0.605,0.69,2,Winter,No Threat
2022-02-18,Kochi,9.97,76.28,21.28,1005.38,56.86,2.06,23.34,0.83,2.16,27.91,35.21,0.114,0.93,2,Winter,No Threat
2022-02-19,Kochi,9.97,76.28,22.04,1010.13,81.46,0.32,25.81,1.7,0.7,23.13,34.56,0.489,3.13,2,Winter,No Threat
2022-02-20,Kochi,9.97,76.28,10.64,1012.64,64.6,0.59,24.9,1.52,2.44,25.26,35.28,0.067,2.45,2,Winter,No Threat
2022-02-21,Kochi,9.97,76.28,13.53,1007.01,63.93,2.01,22.9,1.77,1.45,25.89,35.09,0.391,0.98,2,Winter,No Threat
2022-02-22,Kochi,9.97,76.28,20.59,1005.33,74.92,0.51,23.34,1.52,1.43,27.92,34.75,0.262,2.1,2,Winter,No Threat
2022-02-23,Kochi,9.97,76.28,14.39,991.38,73.65,1.58,26.12,1.19,1.31,24.23,34.03,0.13,1.04,2,Winter,No Threat
2022-02-24,Kochi,9.97,76.28,7.48,998.89,79.82,1.49,30.45,1.31,1.55,26.18,35.88,0.68,0.81,2,Winter,No Threat
2022-02-25,Kochi,9.97,76.28,11.88,1011.45,78.45,0.03,23.86,2.25,2.02,25.31,34.67,0.274,1.41,2,Winter,No Threat
2022-02-26,Kochi,9.97,76.28,24.65,998.64,45.13,2.83,32.26,2.68,3.05,23.62,34.13,0.058,1.13,2,Winter,No Threat
2022-02-27,Kochi,9.97,76.28,15.4,997.8,66.3,3.8,26.31,1.34,0.57,24.19,33.84,0.146,3.5,2,Winter,No Threat
2022-02-28,Kochi,9.97,76.28,3.25,1013.71,69.22,5.47,29.17,1.46,2.19,26.93,34.0,0.281,3.69,2,Winter,No Threat
2022-03-01,Kochi,9.97,76.28,10.41,1001.12,82.02,1.85,27.7,2.49,2.51,26.52,35.5,0.34,1.95,3,Pre-Monsoon,No Threat
2022-03-02,Kochi,9.97,76.28,12.89,1001.69,77.9,0.53,32.43,1.27,0.24,28.43,34.67,0.248,1.84,3,Pre-Monsoon,No Threat
2022-03-03,Kochi,9.97,76.28,8.28,1007.66,57.68,0.58,28.69,3.09,1.89,29.8,35.15,1.067,1.72,3,Pre-Monsoon,No Threat
2022-03-04,Kochi,9.97,76.28,6.66,1004.23,76.31,1.73,27.21,2.79,1.61,27.83,34.3,0.263,0.94,3,Pre-Monsoon,No Threat
2022-03-05,Kochi,9.97,76.28,14.29,1006.0,76.26,0.82,28.83,1.09,2.04,26.91,36.0,0.15,1.4,3,Pre-Monsoon,No Threat
2022-03-06,Kochi,9.97,76.28,13.88,1004.93,68.2,0.07,29.88,2.14,1.39,29.46,35.74,0.845,1.11,3,Pre-Monsoon,No Threat
2022-03-07,Kochi,9.97,76.28,11.39,1006.67,75.23,1.39,29.79,0.97,3.33,29.0,35.33,0.264,1.47,3,Pre-Monsoon,No Threat
2022-03-08,Kochi,9.97,76.28,26.4,997.5,70.0,3.29,27.1,1.81,2.65,28.79,35.02,0.381,2.1,3,Pre-Monsoon,No Threat
2022-03-09,Kochi,9.97,76.28,14.96,1006.32,57.53,1.09,27.73,2.33,2.48,27.27,33.91,0.892,1.14,3,Pre-Monsoon,No Threat
2022-03-10,Kochi,9.97,76.28,9.73,1008.77,79.49,1.13,30.05,0.63,0.43,27.22,35.23,0.071,2.03,3,Pre-Monsoon,No Threat
2022-03-11,Kochi,9.97,76.28,10.56,1003.95,82.82,3.8,33.14,1.79,2.11,28.44,33.53,0.207,2.11,3,Pre-Monsoon,No Threat
2022-03-12,Kochi,9.97,76.28,13.49,1004.82,79.58,2.5,34.35,1.2,2.01,31.09,34.36,0.727,1.47,3,Pre-Monsoon,No Threat
2022-03-13,Kochi,9.97,76.28,6.49,1001.39,83.78,0.82,26.07,3.39,1.54,28.1,35.83,0.566,0.8,3,Pre-Monsoon,No Threat
2022-03-14,Kochi,9.97,76.28,13.52,1012.28,82.04,0.4,26.95,1.89,1.28,28.37,34.91,0.214,0.54,3,Pre-Monsoon,No Threat
2022-03-15,Kochi,9.97,76.28,22.61,1001.98,85.68,0.85,27.13,1.86,1.31,27.76,33.52,0.246,3.91,3,Pre-Monsoon,No Threat
2022-03-16,Kochi,9.97,76.28,27.21,1009.52,75.98,0.11,31.36,0.67,1.99,26.85,34.75,0.24,1.38,3,Pre-Monsoon,Erosion
2022-03-17,Kochi,9.97,76.28,21.38,1004.57,70.65,0.39,31.18,1.0,3.31,27.74,35.45,0.399,0.99,3,Pre-Monsoon,No Threat
2022-03-18,Kochi,9.97,76.28,8.18,1008.66,75.06,0.97,29.18,2.04,0.16,29.62,35.42,0.549,0.52,3,Pre-Monsoon,No Threat
2022-03-19,Kochi,9.97,76.28,16.55,1010.95,71.47,0.17,32.21,0.97,1.3,29.28,34.79,0.797,0.47,3,Pre-Monsoon,No Threat
2022-03-20,Kochi,9.97,76.28,17.89,1006.06,64.5,0.28,32.27,1.37,1.93,28.13,34.28,0.793,1.41,3,Pre-Monsoon,No Threat
2022-03-21,Kochi,9.97,76.28,11.55,1006.56,86.95,0.58,30.34,1.44,1.18,25.84,34.51,0.821,0.46,3,Pre-Monsoon,No Threat
2022-03-22,Kochi,9.97,76.28,20.96,1006.22,81.87,1.63,28.78,0.71,1.68,28.47,34.36,0.223,2.07,3,Pre-Monsoon,No Threat
2022-03-23,Kochi,9.97,76.28,20.03,1006.24,79.23,0.23,27.62,2.24,0.41,28.01,33.62,0.277,1.48,3,Pre-Monsoon,No Threat
2022-03-24,Kochi,9.97,76.28,18.79,990.74,83.36,1.06,28.13,1.63,1.26,26.24,35.26,0.124,0.99,3,Pre-Monsoon,No Threat
2022-03-25,Kochi,9.97,76.28,26.32,1007.05,84.07,6.35,33.95,0.97,1.35,28.45,34.03,0.283,1.22,3,Pre-Monsoon,No Threat
2022-03-26,Kochi,9.97,76.28,23.94,1002.1,63.31,0.14,31.37,1.43,0.6,28.35,35.42,0.136,1.89,3,Pre-Monsoon,No Threat
2022-03-27,Kochi,9.97,76.28,10.21,1006.41,99.72,1.58,28.77,1.44,1.64,30.33,34.17,0.656,0.78,3,Pre-Monsoon,No Threat
2022-03-28,Kochi,9.97,76.28,17.32,1002.82,70.01,0.8,32.38,1.83,2.56,26.59,34.56,0.205,1.71,3,Pre-Monsoon,No Threat
2022-03-29,Kochi,9.97,76.28,12.43,1010.41,70.31,0.41,29.1,2.05,1.86,27.73,34.99,0.995,0.75,3,Pre-Monsoon,No Threat
2022-03-30,Kochi,9.97,76.28,11.31,1004.16,83.48,0.91,33.21,1.85,1.43,28.57,34.89,0.29,0.57,3,Pre-Monsoon,No Threat
2022-03-31,Kochi,9.97,76.28,25.05,1006.53,68.17,1.6,31.64,0.51,2.82,29.16,35.52,0.285,5.05,3,Pre-Monsoon,No Threat
2022-04-01,Kochi,9.97,76.28,15.98,998.23,65.58,4.77,29.03,1.47,2.59,27.85,34.96,0.328,2.35,4,Pre-Monsoon,No Threat
2022-04-02,Kochi,9.97,76.28,15.12,1007.59,78.67,6.32,28.78,2.72,2.08,27.52,35.11,0.165,0.74,4,Pre-Monsoon,Erosion
2022-04-03,Kochi,9.97,76.28,20.48,1002.0,71.85,1.08,30.48,1.57,1.01,27.6,35.24,0.247,2.13,4,Pre-Monsoon,No Threat
2022-04-04,Kochi,9.97,76.28,21.07,994.2,68.98,0.61,29.5,1.54,1.46,28.88,34.38,0.386,1.19,4,Pre-Monsoon,Algal Bloom
2022-04-05,Kochi,9.97,76.28,29.21,1010.61,83.03,0.47,31.93,1.17,0.13,27.82,34.62,0.305,1.09,4,Pre-Monsoon,No Threat
2022-04-06,Kochi,9.97,76.28,11.29,999.62,55.42,3.57,30.25,2.36,1.72,26.42,33.61,0.14,1.58,4,Pre-Monsoon,Pollution
2022-04-07,Kochi,9.97,76.28,10.95,1006.21,66.12,2.78,24.62,1.6,0.97,26.45,35.82,0.055,0.54,4,Pre-Monsoon,No Threat
2022-04-08,Kochi,9.97,76.28,19.35,1005.64,82.73,2.64,26.67,2.06,0.79,28.39,34.35,1.118,1.47,4,Pre-Monsoon,No Threat
2022-04-09,Kochi,9.97,76.28,9.91,999.68,82.45,3.47,31.49,0.6,2.29,29.03,34.69,0.324,2.4,4,Pre-Monsoon,No Threat
2022-04-10,Kochi,9.97,76.28,14.01,1005.19,81.22,3.35,32.75,0.48,0.7,28.45,34.43,0.164,2.45,4,Pre-Monsoon,No Threat
2022-04-11,Kochi,9.97,76.28,4.15,1010.73,100.0,1.98,29.22,2.25,1.92,29.09,35.63,0.123,0.89,4,Pre-Monsoon,No Threat
2022-04-12,Kochi,9.97,76.28,15.32,1001.67,80.03,3.85,28.53,1.38,1.1,28.62,34.75,0.525,1.37,4,Pre-Monsoon,No Threat
2022-04-13,Kochi,9.97,76.28,18.08,1003.77,78.87,4.69,33.03,1.45,0.87,28.68,34.82,0.38,1.76,4,Pre-Monsoon,No Threat
2022-04-14,Kochi,9.97,76.28,18.39,1000.02,72.32,0.55,32.4,0.0,2.06,28.42,35.31,0.64,0.92,4,Pre-Monsoon,No Threat
2022-04-15,Kochi,9.97,76.28,21.45,999.32,72.27,0.86,30.73,0.97,1.24,29.4,33.77,0.337,1.08,4,Pre-Monsoon,No Threat
2022-04-16,Kochi,9.97,76.28,23.85,1002.96,62.69,2.15,29.19,1.18,2.19,27.87,33.6,0.443,1.06,4,Pre-Monsoon,No Threat
2022-04-17,Kochi,9.97,76.28,22.63,1008.45,87.82,1.48,29.12,0.12,2.66,26.45,34.96,2.304,1.24,4,Pre-Monsoon,No Threat
2022-04-18,Kochi,9.97,76.28,20.24,1003.1,68.24,0.93,29.71,1.71,1.16,28.34,34.49,0.101,1.51,4,Pre-Monsoon,No Threat
2022-04-19,Kochi,9.97,76.28,7.38,1012.11,86.28,1.97,31.32,0.67,1.83,29.58,34.19,0.29,1.44,4,Pre-Monsoon,No Threat
2022-04-20,Kochi,9.97,76.28,24.64,993.61,88.24,2.46,31.38,1.68,0.71,27.93,35.24,0.178,1.44,4,Pre-Monsoon,No Threat
2022-04-21,Kochi,9.97,76.28,26.47,1008.49,82.98,0.06,29.4,1.36,1.34,27.99,34.85,0.084,1.75,4,Pre-Monsoon,No Threat
2022-04-22,Kochi,9.97,76.28,19.47,1009.4,71.44,0.97,33.81,0.81,2.18,28.18,34.44,0.196,2.02,4,Pre-Monsoon,No Threat
2022-04-23,Kochi,9.97,76.28,19.32,1005.15,63.86,3.47,32.95,1.99,0.1,29.03,34.83,0.077,1.7,4,Pre-Monsoon,No Threat
2022-04-24,Kochi,9.97,76.28,13.02,1000.95,73.14,0.48,32.44,1.74,2.4,29.01,35.06,0.305,1.8,4,Pre-Monsoon,No Threat
2022-04-25,Kochi,9.97,76.28,10.31,1010.42,46.44,0.52,29.62,1.1,1.54,28.48,34.87,0.403,1.49,4,Pre-Monsoon,No Threat
2022-04-26,Kochi,9.97,76.28,11.02,1003.03,64.18,0.38,32.7,2.03,2.34,29.33,34.77,0.609,1.47,4,Pre-Monsoon,No Threat
2022-04-27,Kochi,9.97,76.28,11.42,1000.72,76.3,2.28,34.02,1.46,1.55,31.55,34.78,0.18,0.92,4,Pre-Monsoon,No Threat
2022-04-28,Kochi,9.97,76.28,22.16,994.76,56.41,2.47,27.55,0.08,1.95,28.13,35.28,0.354,2.52,4,Pre-Monsoon,No Threat
2022-04-29,Kochi,9.97,76.28,14.73,998.29,73.32,2.0,29.33,1.6,1.74,29.55,34.01,0.565,0.64,4,Pre-Monsoon,No Threat
2022-04-30,Kochi,9.97,76.28,16.54,1012.79,59.26,5.26,32.75,1.61,2.33,28.65,34.75,0.509,0.75,4,Pre-Monsoon,No Threat
2022-05-01,Kochi,9.97,76.28,31.17,998.42,65.88,0.17,29.43,2.73,2.41,28.84,34.22,0.148,1.44,5,Pre-Monsoon,No Threat
2022-05-02,Kochi,9.97,76.28,34.33,995.74,77.29,0.59,30.58,2.88,2.13,26.14,34.17,0.368,1.12,5,Pre-Monsoon,No Threat
2022-05-03,Kochi,9.97,76.28,21.93,999.17,82.79,0.39,27.85,2.32,1.74,28.78,35.05,1.482,0.43,5,Pre-Monsoon,No Threat
2022-05-04,Kochi,9.97,76.28,17.87,1007.18,82.41,3.15,31.46,1.54,2.3,27.37,36.0,1.284,0.89,5,Pre-Monsoon,No Threat
2022-05-05,Kochi,9.97,76.28,19.72,1000.91,56.18,0.89,27.7,1.19,0.3,28.22,35.66,0.17,0.38,5,Pre-Monsoon,No Threat
2022-05-06,Kochi,9.97,76.28,23.42,1002.17,80.23,0.6,31.88,2.59,2.54,28.42,34.6,0.135,0.78,5,Pre-Monsoon,No Threat
2022-05-07,Kochi,9.97,76.28,12.08,999.19,87.74,0.24,25.95,1.05,1.14,25.88,35.96,0.744,0.9,5,Pre-Monsoon,No Threat
2022-05-08,Kochi,9.97,76.28,11.42,1004.08,49.49,1.13,28.68,1.29,1.34,29.36,34.85,0.49,0.82,5,Pre-Monsoon,No Threat
2022-05-09,Kochi,9.97,76.28,6.5,1007.72,60.72,0.13,35.22,0.62,2.65,28.72,34.32,0.501,1.32,5,Pre-Monsoon,No Threat
2022-05-10,Kochi,9.97,76.28,7.3,1006.14,61.47,0.24,34.24,1.67,1.16,29.22,34.53,0.209,0.7,5,Pre-Monsoon,No Threat
2022-05-11,Kochi,9.97,76.28,16.52,1006.06,61.76,0.57,36.81,0.21,1.88,26.99,34.28,0.056,3.26,5,Pre-Monsoon,No Threat
2022-05-12,Kochi,9.97,76.28,0.0,1006.51,92.52,0.98,30.74,1.32,0.22,28.36,34.6,0.406,1.38,5,Pre-Monsoon,No Threat
2022-05-13,Kochi,9.97,76.28,16.63,1000.88,68.43,0.67,30.72,2.02,1.37,31.14,34.92,0.901,0.69,5,Pre-Monsoon,No Threat
2022-05-14,Kochi,9.97,76.28,10.89,1009.85,85.52,0.22,29.18,1.68,1.95,30.08,33.45,0.252,0.9,5,Pre-Monsoon,No Threat
2022-05-15,Kochi,9.97,76.28,10.84,1000.67,62.55,2.0,30.22,0.41,2.84,29.22,34.9,0.951,1.49,5,Pre-Monsoon,No Threat
2021-01-01,Kandla,23.03,70.22,8.62,1005.54,52.42,1.38,23.57,1.24,1.69,26.01,34.75,0.312,1.39,1,Winter,No Threat
2021-01-02,Kandla,23.03,70.22,9.7,1005.6,74.43,1.21,25.67,2.92,0.72,27.08,34.35,0.142,0.67,1,Winter,No Threat
2021-01-03,Kandla,23.03,70.22,13.67,1000.36,57.6,1.05,23.97,1.09,1.48,27.76,34.89,0.48,1.3,1,Winter,No Threat
2021-01-04,Kandla,23.03,70.22,22.88,1008.07,75.9,0.07,22.37,2.46,2.33,24.56,34.43,0.338,0.49,1,Winter,No Threat
2021-01-05,Kandla,23.03,70.22,7.81,999.82,69.11,6.62,27.01,1.73,1.26,28.82,35.25,0.175,2.94,1,Winter,No Threat
2021-01-06,Kandla,23.03,70.22,30.49,1001.8,53.81,0.08,21.41,2.13,2.27,27.6,34.59,1.354,0.76,1,Winter,No Threat
2021-01-07,Kandla,23.03,70.22,17.09,994.14,61.0,0.24,25.81,3.16,2.03,26.52,34.44,0.607,1.07,1,Winter,No Threat
2021-01-08,Kandla,23.03,70.22,12.74,1007.55,49.25,0.25,22.9,1.44,1.55,27.15,34.8,0.316,2.22,1,Winter,No Threat
2021-01-09,Kandla,23.03,70.22,13.27,1000.69,64.51,0.15,22.88,1.44,2.64,25.96,35.6,1.198,0.98,1,Winter,No Threat
2021-01-10,Kandla,23.03,70.22,8.99,1009.15,59.31,0.54,23.75,1.86,1.12,24.22,33.54,2.048,2.39,1,Winter,No Threat
2021-01-11,Kandla,23.03,70.22,11.3,1008.07,56.46,2.19,24.64,2.43,1.88,25.09,34.93,0.37,0.49,1,Winter,No Threat
2021-01-12,Kandla,23.03,70.22,12.96,1003.96,77.07,1.48,24.24,0.96,1.09,27.44,34.74,0.222,0.96,1,Winter,No Threat
2021-01-13,Kandla,23.03,70.22,15.14,1012.05,69.67,2.39,23.8,0.89,2.48,25.6,34.11,0.341,0.6,1,Winter,No Threat
2021-01-14,Kandla,23.03,70.22,14.24,1011.11,73.72,2.21,22.67,1.46,2.21,26.36,34.04,0.051,0.96,1,Winter,No Threat
2021-01-15,Kandla,23.03,70.22,23.73,1001.11,48.06,0.2,24.98,2.09,2.24,26.21,34.71,0.139,1.27,1,Winter,No Threat
2021-01-16,Kandla,23.03,70.22,17.15,1015.15,67.82,0.5,29.62,1.08,0.81,26.02,35.37,0.221,1.64,1,Winter,No Threat
2021-01-17,Kandla,23.03,70.22,15.75,1006.99,55.15,0.35,27.98,1.94,1.93,25.88,34.33,1.267,2.17,1,Winter,No Threat
2021-01-18,Kandla,23.03,70.22,4.58,1011.71,72.66,0.15,26.88,0.43,1.59,26.7,35.98,0.116,1.11,1,Winter,No Threat
2021-01-19,Kandla,23.03,70.22,20.83,1005.93,59.01,0.01,28.13,1.12,1.69,25.55,35.55,0.087,1.15,1,Winter,No Threat
2021-01-20,Kandla,23.03,70.22,24.86,1002.83,58.51,0.08,27.35,1.65,1.74,28.2,35.03,0.649,2.29,1,Winter,No Threat
2021-01-21,Kandla,23.03,70.22,20.17,1014.25,58.5,2.17,25.36,1.63,0.77,26.28,34.28,0.371,1.42,1,Winter,No Threat
2021-01-22,Kandla,23.03,70.22,14.41,996.66,66.92,0.67,24.95,2.41,2.0,26.94,34.32,0.284,2.55,1,Winter,No Threat
2021-01-23,Kandla,23.03,70.22,17.2,1007.52,76.22,0.04,27.62,1.66,1.75,24.39,35.12,0.699,1.55,1,Winter,No Threat
2021-01-24,Kandla,23.03,70.22,5.13,1004.81,65.96,1.22,21.0,0.4,2.18,25.54,34.65,0.204,1.41,1,Winter,No Threat
2021-01-25,Kandla,23.03,70.22,14.37,1002.66,41.57,1.19,22.4,0.98,2.32,27.67,34.58,2.169,0.34,1,Winter,No Threat
2021-01-26,Kandla,23.03,70.22,19.04,1006.48,61.1,0.51,23.28,1.38,1.51,28.47,34.0,0.338,0.37,1,Winter,No Threat
2021-01-27,Kandla,23.03,70.22,23.17,995.76,50.98,1.35,20.74,1.1,2.51,25.24,34.95,0.38,0.36,1,Winter,No Threat
2021-01-28,Kandla,23.03,70.22,14.75,1007.98,57.97,2.42,24.11,1.57,1.14,24.69,34.21,0.752,1.33,1,Winter,No Threat
2021-01-29,Kandla,23.03,70.22,30.39,1005.12,72.59,1.05,25.7,2.27,3.97,24.7,34.34,0.407,1.01,1,Winter,No Threat
2021-01-30,Kandla,23.03,70.22,12.62,1000.18,68.52,1.07,21.93,1.23,1.37,25.81,34.71,0.796,1.07,1,Winter,No Threat
2021-01-31,Kandla,23.03,70.22,23.43,1004.4,75.41,0.07,26.07,1.11,1.91,28.6,34.36,0.215,1.54,1,Winter,No Threat
2021-02-01,Kandla,23.03,70.22,6.76,997.94,73.5,0.97,23.42,1.16,1.5,25.65,35.04,0.821,1.78,2,Winter,No Threat
2021-02-02,Kandla,23.03,70.22,0.79,1011.64,71.89,0.76,23.2,1.51,2.12,27.29,35.81,0.128,1.8,2,Winter,Algal Bloom
2021-02-03,Kandla,23.03,70.22,8.08,1011.52,57.65,0.86,27.63,1.75,0.62,26.53,35.13,0.192,2.17,2,Winter,No Threat
2021-02-04,Kandla,23.03,70.22,22.35,994.09,70.07,2.58,27.06,1.78,2.54,28.03,34.16,0.245,2.33,2,Winter,No Threat
2021-02-05,Kandla,23.03,70.22,7.82,1001.32,60.22,0.21,26.92,1.7,0.5,24.96,33.95,0.426,2.36,2,Winter,No Threat
2021-02-06,Kandla,23.03,70.22,18.58,1008.08,69.67,2.65,19.21,1.59,1.96,25.08,35.42,0.786,1.27,2,Winter,No Threat
2021-02-07,Kandla,23.03,70.22,20.5,1007.01,71.86,1.78,26.14,1.0,1.46,25.84,35.47,0.674,3.91,2,Winter,No Threat
2021-02-08,Kandla,23.03,70.22,14.06,1002.06,65.33,1.68,14.84,2.03,1.65,26.09,35.04,0.401,0.78,2,Winter,No Threat
2021-02-09,Kandla,23.03,70.22,22.42,1004.27,67.92,0.24,25.39,1.2,2.4,26.03,34.83,0.101,0.79,2,Winter,No Threat
2021-02-10,Kandla,23.03,70.22,21.09,998.99,69.71,5.81,27.4,1.05,2.3,25.23,35.32,0.158,1.04,2,Winter,No Threat
2021-02-11,Kandla,23.03,70.22,11.92,1008.21,63.82,0.42,25.87,0.39,0.75,27.2,34.36,0.086,0.9,2,Winter,No Threat
2021-02-12,Kandla,23.03,70.22,23.32,990.97,61.05,0.89,24.98,1.48,1.49,27.55,34.38,1.362,1.38,2,Winter,No Threat
2021-02-13,Kandla,23.03,70.22,15.49,1003.53,55.74,1.89,27.58,2.1,1.46,27.12,34.69,0.45,1.57,2,Winter,No Threat
2021-02-14,Kandla,23.03,70.22,12.18,999.52,68.56,3.37,24.06,1.23,1.19,26.38,36.0,3.117,2.42,2,Winter,No Threat
2021-02-15,Kandla,23.03,70.22,8.41,1010.79,78.66,0.16,25.39,1.02,0.46,26.3,34.57,0.537,1.59,2,Winter,No Threat
2021-02-16,Kandla,23.03,70.22,21.27,1014.4,69.59,5.17,25.86,1.35,2.36,27.2,34.47,0.736,2.5,2,Winter,No Threat
2021-02-17,Kandla,23.03,70.22,12.8,1007.83,62.09,1.59,28.51,2.94,0.97,25.94,34.43,0.259,7.01,2,Winter,No Threat
2021-02-18,Kandla,23.03,70.22,12.51,1012.38,59.56,0.34,26.64,1.53,2.23,25.02,34.87,0.154,0.96,2,Winter,No Threat
2021-02-19,Kandla,23.03,70.22,32.45,1007.71,49.34,0.61,25.53,1.43,2.26,26.64,33.9,0.243,0.3,2,Winter,No Threat
2021-02-20,Kandla,23.03,70.22,14.89,1006.82,61.75,1.66,26.06,1.09,1.79,26.18,35.77,0.438,0.6,2,Winter,No Threat
2021-02-21,Kandla,23.03,70.22,15.43,1008.35,61.87,0.1,26.83,2.12,2.34,26.62,34.2,0.162,0.71,2,Winter,No Threat
2021-02-22,Kandla,23.03,70.22,17.15,997.54,71.67,0.08,25.12,1.88,2.16,25.07,34.42,0.399,2.24,2,Winter,No Threat
2021-02-23,Kandla,23.03,70.22,16.28,1001.26,55.58,1.21,25.03,2.1,1.93,28.64,34.63,0.85,0.56,2,Winter,No Threat
2021-02-24,Kandla,23.03,70.22,31.0,1007.64,64.01,0.54,23.07,2.64,1.58,24.04,34.22,0.619,1.14,2,Winter,No Threat
